OriginalTraitName,OriginalTraitDef,OriginalTraitUnit,text,cluster_id,n_members,best_match_id,best_match_label,confidence,reasoning,is_mapped
longevity,lifespan of aphids,days,Trait: longevity. Definition: lifespan of aphids. Unit: days.,13,5,OBA:VT0005372,life span determination trait,high,"The VecTraits entry 'longevity' referring to 'lifespan of aphids' aligns well with the ontology term 'life span determination trait', which involves the determination of adult lifespan.",TRUE
longevity,adult aphid survival,days,Trait: longevity. Definition: adult aphid survival. Unit: days.,13,5,OBA:VT0005372,life span determination trait,high,"The VecTraits entry 'longevity' defined as 'adult aphid survival' in days aligns well with the ontology term 'life span determination trait', which involves the determination of adult lifespan.",TRUE
adult longevity,lifespan of adult aphids,days,Trait: adult longevity. Definition: lifespan of adult aphids. Unit: days.,13,5,OBA:VT0005372,life span determination trait,high,The term 'life span determination trait' closely aligns with the concept of 'adult longevity' as it pertains to the determination of adult lifespan.,TRUE
aphid longevity,lifespan of aphids,days,Trait: aphid longevity. Definition: lifespan of aphids. Unit: days.,13,5,OBA:VT0005372,life span determination trait,high,"The VecTraits entry 'aphid longevity' directly corresponds to the determination of lifespan, which aligns with the ontology term 'life span determination trait'.",TRUE
reproductive period,mean duration of life stage,days,Trait: reproductive period. Definition: mean duration of life stage. Unit: days.,14,39,PATO:0001309,duration,high,"The VecTraits entry describes the mean duration of a life stage, which aligns with the concept of 'duration' as a process quality related to temporal extent.",TRUE
ovipositional period,mean duration of life stage,days,Trait: ovipositional period. Definition: mean duration of life stage. Unit: days.,14,39,PATO:0001309,duration,medium,"The VecTraits entry describes a mean duration of a life stage, which aligns with the general concept of 'duration' as a process quality.",TRUE
pre-oviposition period,mean duration from adult emergence to onset of reproduction,days,Trait: pre-oviposition period. Definition: mean duration from adult emergence to onset of reproduction. Unit: days.,14,39,PATO:0001309,duration,medium,"The trait 'pre-oviposition period' refers to a temporal extent, which aligns with the concept of 'duration' as a process quality.",TRUE
post-oviposition period,mean duration of life stage,days,Trait: post-oviposition period. Definition: mean duration of life stage. Unit: days.,14,39,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent of a life stage, which aligns with the general concept of 'duration'.",TRUE
pre-reproductive period,mean duration of life stage,days,Trait: pre-reproductive period. Definition: mean duration of life stage. Unit: days.,14,39,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent of a life stage, which aligns with the concept of 'duration' as a process quality.",TRUE
pre-reproductive period,mean duration from adult emergence to onset of reproduction,days,Trait: pre-reproductive period. Definition: mean duration from adult emergence to onset of reproduction. Unit: days.,14,39,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent from adult emergence to reproduction, which aligns with the general concept of 'duration'.",TRUE
age at first reproduction,mean age at first reproduction,days,Trait: age at first reproduction. Definition: mean age at first reproduction. Unit: days.,14,39,PATO:0000011,age,medium,"The trait 'age at first reproduction' relates to the time quality of age, but none of the terms specifically address reproductive age, making 'age' the closest match.",TRUE
pre-reproductive period,mean duration to production of first larva,days,Trait: pre-reproductive period. Definition: mean duration to production of first larva. Unit: days.,14,39,PATO:0001309,duration,medium,"The trait 'pre-reproductive period' refers to the time duration until the production of the first larva, which aligns with the concept of 'duration' as a process quality.",TRUE
preoviposition period,mean duration of prereproductive period (end of feeding until oviposition),days,Trait: preoviposition period. Definition: mean duration of prereproductive period (end of feeding until oviposition). Unit: days.,14,39,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent from the end of feeding to oviposition, which aligns with the concept of 'duration' as a process quality.",TRUE
ovipositional period,mean duration of reproductive period,days,Trait: ovipositional period. Definition: mean duration of reproductive period. Unit: days.,14,39,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent of a reproductive process, which aligns with the concept of 'duration' as a process quality.",TRUE
preoviposition period,mean duration of period before oviposition,days,Trait: preoviposition period. Definition: mean duration of period before oviposition. Unit: days.,14,39,PATO:0001309,duration,medium,"The trait 'preoviposition period' refers to the duration of time before oviposition, which aligns with the concept of 'duration' as a process quality.",TRUE
ovipositional period,mean duration of ovipositional period,days,Trait: ovipositional period. Definition: mean duration of ovipositional period. Unit: days.,14,39,PATO:0001309,duration,medium,"The trait 'ovipositional period' refers to the duration of a process, which aligns with the general concept of 'duration' in PATO:0001309.",TRUE
preoviposition period,mean duration of life stage,days,Trait: preoviposition period. Definition: mean duration of life stage. Unit: days.,14,39,PATO:0001309,duration,high,"The VecTraits entry describes the mean duration of a life stage, which aligns with the concept of 'duration' as a process quality.",TRUE
preoviposition period,mean duration from adult emergence to onset of reproduction,days,Trait: preoviposition period. Definition: mean duration from adult emergence to onset of reproduction. Unit: days.,14,39,PATO:0001309,duration,medium,"The trait 'preoviposition period' refers to the duration of time from adult emergence to reproduction, which aligns with the general concept of 'duration' as a process quality.",TRUE
total preoviposition period,mean duration from egg to onset of reproduction,days,Trait: total preoviposition period. Definition: mean duration from egg to onset of reproduction. Unit: days.,14,39,NO_MATCH,NO_MATCH,high,None of the candidate ontology terms represent the concept of the duration from egg to onset of reproduction.,FALSE
oviposition period,mean duration of life stage,days,Trait: oviposition period. Definition: mean duration of life stage. Unit: days.,14,39,PATO:0001309,duration,high,"The VecTraits entry describes the mean duration of a life stage, which aligns with the concept of 'duration' as a process quality.",TRUE
reproductive and post-reproductive periods,mean duration of life stage,days,Trait: reproductive and post-reproductive periods. Definition: mean duration of life stage. Unit: days.,14,39,NO_MATCH,NO_MATCH,high,None of the candidate terms specifically address the duration of reproductive and post-reproductive periods in terms of time or life stage duration.,FALSE
age at first reproduction,mean duration of life stage,days,Trait: age at first reproduction. Definition: mean duration of life stage. Unit: days.,14,39,PATO:0000011,age,medium,"The trait 'age at first reproduction' relates to the duration of existence, which aligns with the general concept of 'age' as a time quality.",TRUE
age at first reproduction,mean duration from birth to onset of reproduction,days,Trait: age at first reproduction. Definition: mean duration from birth to onset of reproduction. Unit: days.,14,39,PATO:0000011,age,medium,"The trait 'age at first reproduction' relates to a time quality, which aligns with the general concept of 'age' as a time quality inhering in a bearer.",TRUE
age at first reproduction,mean age at the onset of reproduction,days,Trait: age at first reproduction. Definition: mean age at the onset of reproduction. Unit: days.,14,39,PATO:0000011,age,medium,"The VecTraits entry describes a time quality related to the age at which reproduction begins, which aligns with the general concept of 'age' as a time quality.",TRUE
post-reproductive period,mean duration of life stage,days,Trait: post-reproductive period. Definition: mean duration of life stage. Unit: days.,14,39,PATO:0001309,duration,medium,"The VecTraits entry describes a mean duration of a life stage, which aligns with the general concept of 'duration' as a process quality.",TRUE
pre-reproductive period,mean rate of life stage completion,days,Trait: pre-reproductive period. Definition: mean rate of life stage completion. Unit: days.,14,39,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent of a life stage, which aligns with the concept of 'duration' as a process quality.",TRUE
reproductive period,mean rate of life stage completion,days,Trait: reproductive period. Definition: mean rate of life stage completion. Unit: days.,14,39,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent of a life stage completion, which aligns with the concept of 'duration' as a process quality.",TRUE
post-reproductive period,mean rate of life stage completion,days,Trait: post-reproductive period. Definition: mean rate of life stage completion. Unit: days.,14,39,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent of a life stage, which aligns with the concept of 'duration' as a process quality.",TRUE
oviposition,period of oviposition in days,days,Trait: oviposition. Definition: period of oviposition in days. Unit: days.,14,39,NO_CANDIDATES,NO_CANDIDATES,none,No OBA/PATO candidates found via API,FALSE
pre-reproduction period,duration of developmental phases in days,days,Trait: pre-reproduction period. Definition: duration of developmental phases in days. Unit: days.,14,39,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent of developmental phases, which aligns with the concept of 'duration' as a process quality.",TRUE
reproduction period,duration of developmental phases in days,days,Trait: reproduction period. Definition: duration of developmental phases in days. Unit: days.,14,39,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent of developmental phases, which aligns with the concept of 'duration' as a process quality.",TRUE
post-reproduction period,duration of developmental phases in days,days,Trait: post-reproduction period. Definition: duration of developmental phases in days. Unit: days.,14,39,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent, which aligns with the concept of 'duration' as a process quality.",TRUE
preoviposition period,mean days in preoviposition,days,Trait: preoviposition period. Definition: mean days in preoviposition. Unit: days.,14,39,PATO:0001309,duration,medium,"The trait 'preoviposition period' refers to a temporal extent, which aligns with the concept of 'duration' as a process quality.",TRUE
preoviposition period,individual-level duration of prereproductive period (end of feeding until oviposition),days,Trait: preoviposition period. Definition: individual-level duration of prereproductive period (end of feeding until oviposition). Unit: days.,14,39,PATO:0001309,duration,medium,"The trait 'preoviposition period' refers to the duration of a specific biological process, which aligns with the general concept of 'duration' as defined by PATO:0001309.",TRUE
ovipositional period,individual-level duration of reproductive period,days,Trait: ovipositional period. Definition: individual-level duration of reproductive period. Unit: days.,14,39,PATO:0001309,duration,medium,"The trait 'ovipositional period' refers to the duration of a reproductive process, which aligns with the general concept of 'duration' as a process quality.",TRUE
preoviposition period,mean Preoviposition Period in days at adult female state at const temps,days,Trait: preoviposition period. Definition: mean Preoviposition Period in days at adult female state at const temps. Unit: days.,14,39,PATO:0001309,duration,medium,"The trait 'preoviposition period' refers to a temporal extent, which aligns with the concept of 'duration' as a process quality.",TRUE
oviposition period,mean Oviposition Period in days at adult female state at const temps,days,Trait: oviposition period. Definition: mean Oviposition Period in days at adult female state at const temps. Unit: days.,14,39,PATO:0001309,duration,medium,"The trait 'oviposition period' refers to the temporal extent of a process, which aligns with the concept of 'duration'.",TRUE
preoviposition period,mean time required for an engorged female tick to begin laying eggs,days,Trait: preoviposition period. Definition: mean time required for an engorged female tick to begin laying eggs. Unit: days.,14,39,PATO:0001309,duration,medium,"The trait 'preoviposition period' refers to the time duration for a process, which aligns with the concept of 'duration' as a process quality.",TRUE
preoviposition period,mean time until onset of oviposition,days,Trait: preoviposition period. Definition: mean time until onset of oviposition. Unit: days.,14,39,PATO:0001309,duration,medium,"The trait 'preoviposition period' refers to the time duration until oviposition, which aligns with the concept of 'duration' as a process quality.",TRUE
preoviposition,Mean preoviposition period in days,days,Trait: preoviposition. Definition: Mean preoviposition period in days. Unit: days.,14,39,NO_CANDIDATES,NO_CANDIDATES,none,No OBA/PATO candidates found via API,FALSE
oviposition,Mean ovipostion period in days,days,Trait: oviposition. Definition: Mean ovipostion period in days. Unit: days.,14,39,NO_CANDIDATES,NO_CANDIDATES,none,No OBA/PATO candidates found via API,FALSE
Oviposition Period,Oviposition Period 1/period(day) in engorged females,days-1,Trait: Oviposition Period. Definition: Oviposition Period 1/period(day) in engorged females. Unit: days-1.,14,39,PATO:0001309,duration,medium,"The trait 'Oviposition Period' refers to the temporal extent of a process, which aligns with the concept of 'duration'.",TRUE
preoviposition period,Mean Pre-Oviposition Period,days,Trait: preoviposition period. Definition: Mean Pre-Oviposition Period. Unit: days.,14,39,PATO:0001309,duration,medium,"The preoviposition period is a temporal extent between starting and ending points, aligning with the concept of 'duration'.",TRUE
development time,mean duration of life stage,days,Trait: development time. Definition: mean duration of life stage. Unit: days.,15,31,PATO:0001309,duration,high,"The VecTraits entry describes the mean duration of a life stage, which aligns with the concept of 'duration' as a process quality related to temporal extent.",TRUE
development time,median duration of life stage,days,Trait: development time. Definition: median duration of life stage. Unit: days.,15,31,PATO:0001309,duration,high,"The VecTraits entry describes the median duration of a life stage, which aligns with the concept of 'duration' as a process quality related to temporal extent.",TRUE
development time,mean duration period from aphid birth to its first reproduction,days,Trait: development time. Definition: mean duration period from aphid birth to its first reproduction. Unit: days.,15,31,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent from birth to reproduction, which aligns with the concept of 'duration' as a process quality.",TRUE
development rate,mean rate of life stage completion,days-1,Trait: development rate. Definition: mean rate of life stage completion. Unit: days-1.,15,31,PATO:0000161,rate,medium,"The VecTraits entry describes a general rate of life stage completion, which aligns with the broad concept of 'rate' as a process per unit time.",TRUE
development rate,rate of life stage completion,days-1,Trait: development rate. Definition: rate of life stage completion. Unit: days-1.,15,31,PATO:0000161,rate,medium,"The VecTraits entry describes a general rate of life stage completion, which aligns with the broad concept of 'rate' as a process per unit time, but lacks specificity to match any of the more specific ontology terms.",TRUE
development time,mean duration of life cycle (egg-to-egg),days,Trait: development time. Definition: mean duration of life cycle (egg-to-egg). Unit: days.,15,31,PATO:0001309,duration,medium,"The VecTraits entry describes the duration of a life cycle, which aligns with the concept of 'duration' as a process quality related to temporal extent.",TRUE
development time,mean duration of life stage (across all humidity levels),days,Trait: development time. Definition: mean duration of life stage (across all humidity levels). Unit: days.,15,31,PATO:0001309,duration,high,"The VecTraits entry describes the mean duration of a life stage, which aligns with the concept of 'duration' as a process quality related to temporal extent.",TRUE
development time,mean duration for 50 percent of eggs to hatch,days,Trait: development time. Definition: mean duration for 50 percent of eggs to hatch. Unit: days.,15,31,PATO:0001309,duration,medium,"The VecTraits entry describes the duration of a developmental process, which aligns with the concept of 'duration' as a process quality.",TRUE
development time,median duration for egg development,days,Trait: development time. Definition: median duration for egg development. Unit: days.,15,31,PATO:0001309,duration,medium,"The VecTraits entry describes the duration of egg development, which aligns with the concept of 'duration' as a process quality related to temporal extent.",TRUE
development time,mean duration for egg development,days,Trait: development time. Definition: mean duration for egg development. Unit: days.,15,31,PATO:0001309,duration,medium,"The VecTraits entry describes the mean duration for egg development, which aligns with the concept of 'duration' as a process quality related to temporal extent.",TRUE
development time,duration of life stage,days,Trait: development time. Definition: duration of life stage. Unit: days.,15,31,PATO:0001309,duration,high,"The VecTraits entry 'development time' refers to the temporal extent of a life stage, which aligns with the definition of 'duration' as the magnitude of the temporal extent between the starting and ending point of a process.",TRUE
development rate,mean duration of life stage,days,Trait: development rate. Definition: mean duration of life stage. Unit: days.,15,31,PATO:0000161,rate,medium,"The VecTraits entry describes a general rate of development for a life stage, which aligns with the broad concept of 'rate' as a process per unit time.",TRUE
development time,mean duration of life cycle,days,Trait: development time. Definition: mean duration of life cycle. Unit: days.,15,31,PATO:0001309,duration,high,"The VecTraits entry describes the mean duration of a life cycle, which aligns with the concept of 'duration' as a process quality related to temporal extent.",TRUE
development time,individual-level duration of life stage,days,Trait: development time. Definition: individual-level duration of life stage. Unit: days.,15,31,PATO:0001309,duration,high,"The VecTraits entry describes the duration of a life stage, which aligns with the concept of 'duration' as a process quality related to temporal extent.",TRUE
development rate,individual-level rate of life stage completion,days-1,Trait: development rate. Definition: individual-level rate of life stage completion. Unit: days-1.,15,31,PATO:0000161,rate,medium,"The VecTraits entry describes a general rate of life stage completion, which aligns with the broad concept of 'rate' as a process occurring per unit time, but lacks specificity to match any of the more specific ontology terms.",TRUE
development time,mean duration of larval attachment developmental phase,days,Trait: development time. Definition: mean duration of larval attachment developmental phase. Unit: days.,15,31,PATO:0001309,duration,medium,"The VecTraits entry describes the mean duration of a developmental phase, which aligns with the concept of 'duration' as a process quality related to temporal extent.",TRUE
development rate,mean development rate per day,percent day-1,Trait: development rate. Definition: mean development rate per day. Unit: percent day-1.,15,31,PATO:0000161,rate,medium,"The VecTraits entry describes a general development rate per day, which aligns with the concept of a rate as a process occurring per unit time, but lacks specificity to match any of the more specific ontology terms.",TRUE
development time,mean duration from when eggs were deposited to hatch,days,Trait: development time. Definition: mean duration from when eggs were deposited to hatch. Unit: days.,15,31,PATO:0001309,duration,medium,"The VecTraits entry describes the duration of a developmental process, which aligns with the concept of 'duration' as a process quality.",TRUE
development time,mean time to complete nymphal devlopment,days,Trait: development time. Definition: mean time to complete nymphal devlopment. Unit: days.,15,31,PATO:0001309,duration,medium,"The VecTraits entry describes the mean time to complete nymphal development, which aligns with the concept of 'duration' as the temporal extent of a process.",TRUE
developmental time,mean duration of life stage,days,Trait: developmental time. Definition: mean duration of life stage. Unit: days.,15,31,PATO:0001309,duration,high,"The VecTraits entry describes the mean duration of a life stage, which aligns with the concept of 'duration' as a process quality related to temporal extent.",TRUE
development rate,replicate-level mean rate of life stage completion,days-1,Trait: development rate. Definition: replicate-level mean rate of life stage completion. Unit: days-1.,15,31,PATO:0000161,rate,medium,"The VecTraits entry describes a general rate of life stage completion, which aligns with the general concept of 'rate' as a process per unit time, but lacks specificity to match any particular development rate term.",TRUE
development time,mean duration of juvenile stages and from adult emergence to the onset of reproduction,days,Trait: development time. Definition: mean duration of juvenile stages and from adult emergence to the onset of reproduction. Unit: days.,15,31,PATO:0001309,duration,medium,"The VecTraits entry describes the duration of developmental stages, which aligns with the concept of 'duration' as a process quality related to temporal extent.",TRUE
development rate,inverse of the mean duration of life stage,days-1,Trait: development rate. Definition: inverse of the mean duration of life stage. Unit: days-1.,15,31,PATO:0000161,rate,medium,"The VecTraits entry describes a general rate of development, which aligns with the broad concept of 'rate' as a process per unit time, but lacks specificity to a particular biological structure or process.",TRUE
development time,mean duration of life stage as a function of rearing food type (secondstressor) and temperature,days,Trait: development time. Definition: mean duration of life stage as a function of rearing food type (secondstressor) and temperature. Unit: days.,15,31,PATO:0001309,duration,medium,"The VecTraits entry describes the mean duration of a life stage, which aligns with the concept of 'duration' as a process quality related to temporal extent.",TRUE
development time,nymphal development time,days,Trait: development time. Definition: nymphal development time. Unit: days.,15,31,PATO:0001309,duration,medium,"The VecTraits entry describes 'nymphal development time' in days, which aligns with the concept of 'duration' as the temporal extent of a process.",TRUE
developmental time,number of days at each developmental stage,days,Trait: developmental time. Definition: number of days at each developmental stage. Unit: days.,15,31,PATO:0001309,duration,high,"The VecTraits entry describes the number of days at each developmental stage, which aligns with the concept of 'duration' as the temporal extent between starting and ending points.",TRUE
development time,mean nymphal development time,days,Trait: development time. Definition: mean nymphal development time. Unit: days.,15,31,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent of nymphal development, which aligns with the concept of 'duration' as a process quality.",TRUE
development time,mean duration of incubation period,days,Trait: development time. Definition: mean duration of incubation period. Unit: days.,15,31,PATO:0001309,duration,high,"The VecTraits entry describes the mean duration of the incubation period, which aligns with the concept of 'duration' as a process quality related to temporal extent.",TRUE
development time,mean duration of attachment period,days,Trait: development time. Definition: mean duration of attachment period. Unit: days.,15,31,PATO:0001309,duration,medium,"The VecTraits entry describes a temporal extent of a process, which aligns with the concept of 'duration' as a process quality.",TRUE
development time,mean duration of premoulting period,days,Trait: development time. Definition: mean duration of premoulting period. Unit: days.,15,31,PATO:0001309,duration,medium,"The VecTraits entry describes the mean duration of a developmental period, which aligns with the concept of 'duration' as a process quality related to temporal extent.",TRUE
Development time,Mean time from engorgement to moulting,days,Trait: Development time. Definition: Mean time from engorgement to moulting. Unit: days.,15,31,PATO:0001309,duration,medium,"The VecTraits entry describes the time from engorgement to moulting, which aligns with the concept of 'duration' as the temporal extent between starting and ending points of a process.",TRUE
longevity,mean duration of life stage,days,Trait: longevity. Definition: mean duration of life stage. Unit: days.,16,29,OBA:VT0005372,life span determination trait,high,"The VecTraits entry 'longevity' defined as 'mean duration of life stage' aligns with the concept of determining adult lifespan, which is captured by the ontology term 'life span determination trait'.",TRUE
longevity,median duration of life stage,days,Trait: longevity. Definition: median duration of life stage. Unit: days.,16,29,OBA:VT0005372,life span determination trait,medium,"The VecTraits entry 'longevity' refers to the duration of a life stage, which aligns with the concept of determining lifespan, but the ontology term specifically mentions adult lifespan, which may not fully encompass all life stages.",TRUE
mortality,percent not surviving life stage,percent,Trait: mortality. Definition: percent not surviving life stage. Unit: percent.,16,29,NO_MATCH,NO_MATCH,high,"The VecTraits entry describes a general mortality trait as a percentage, which does not correspond to any specific protein level measurement in the candidate ontology terms.",FALSE
longevity,median adult lifespan,days,Trait: longevity. Definition: median adult lifespan. Unit: days.,16,29,OBA:VT0005372,life span determination trait,high,"The VecTraits entry 'longevity' defined as 'median adult lifespan' aligns well with the ontology term 'life span determination trait', which involves the process quality of determining adult lifespan.",TRUE
mortality rate,mean per capita rate of mortality during life stage,individual-1 day-1,Trait: mortality rate. Definition: mean per capita rate of mortality during life stage. Unit: individual-1 day-1.,16,29,PATO:0000161,rate,medium,"The term 'rate' is a general concept that encompasses the occurrence of any process per unit time, which aligns with the definition of mortality rate as a mean per capita rate of mortality during a life stage.",TRUE
mortality,mean duration of life stage,days,Trait: mortality. Definition: mean duration of life stage. Unit: days.,16,29,NO_MATCH,NO_MATCH,high,"The VecTraits entry describes the mean duration of a life stage in days, which is unrelated to the levels of mortality factor proteins in blood or cerebrospinal fluid.",FALSE
mortality,cummulative mortality percentage across immature stages,percent,Trait: mortality. Definition: cummulative mortality percentage across immature stages. Unit: percent.,16,29,NO_MATCH,NO_MATCH,high,"The VecTraits entry describes cumulative mortality percentage across immature stages, which is unrelated to the levels of specific proteins in blood or cerebrospinal fluid.",FALSE
mortality,proportion not surviving life stage,proportion,Trait: mortality. Definition: proportion not surviving life stage. Unit: proportion.,16,29,NO_MATCH,NO_MATCH,high,"The VecTraits entry describes mortality as a proportion not surviving a life stage, which is unrelated to the levels of specific proteins in blood or cerebrospinal fluid.",FALSE
mortality,time to 50% mortality,days,Trait: mortality. Definition: time to 50% mortality. Unit: days.,16,29,NO_MATCH,NO_MATCH,high,"The VecTraits entry describes a time-based measure of mortality, while the candidate ontology terms refer to protein levels in various fluids, which are unrelated concepts.",FALSE
mortality rate,mean death rate during life stage,individual-1 day-1,Trait: mortality rate. Definition: mean death rate during life stage. Unit: individual-1 day-1.,16,29,PATO:0000161,rate,medium,"The term 'rate' is a general concept that encompasses the occurrence of any process per unit time, which aligns with the definition of 'mortality rate' as a mean death rate during a life stage.",TRUE
longevity,individual-level duration of life stage,days,Trait: longevity. Definition: individual-level duration of life stage. Unit: days.,16,29,OBA:VT0005372,life span determination trait,medium,"The VecTraits entry 'longevity' aligns with the concept of determining lifespan, but the ontology term emphasizes the process quality of determination, which may not fully capture the individual-level duration aspect.",TRUE
mortality rate,individual-level per capita daily rate of mortality,indivdual-1 day-1,Trait: mortality rate. Definition: individual-level per capita daily rate of mortality. Unit: indivdual-1 day-1.,16,29,PATO:0000161,rate,medium,"The term 'rate' is a general concept that encompasses the occurrence of any process per unit time, which aligns with the definition of 'mortality rate' as an individual-level per capita daily rate of mortality.",TRUE
longevity,duration for 50% mortality,days,Trait: longevity. Definition: duration for 50% mortality. Unit: days.,16,29,OBA:VT0005372,life span determination trait,high,"The VecTraits entry 'longevity' defined as 'duration for 50% mortality' aligns with the concept of determining adult lifespan, which is captured by the ontology term 'life span determination trait'.",TRUE
lifespan,mean duration of entire life,days,Trait: lifespan. Definition: mean duration of entire life. Unit: days.,16,29,OBA:VT0005372,life span determination trait,high,"The VecTraits entry describes the mean duration of life, which aligns with the concept of determining lifespan as a trait.",TRUE
mortality (adult),mean duration for 100% mortality (unfed adults),weeks,Trait: mortality (adult). Definition: mean duration for 100% mortality (unfed adults). Unit: weeks.,16,29,NO_MATCH,NO_MATCH,high,None of the candidate ontology terms relate to the concept of adult mortality duration in weeks.,FALSE
longevity,mean duration of life stage as a function of body size,days,Trait: longevity. Definition: mean duration of life stage as a function of body size. Unit: days.,16,29,NO_MATCH,NO_MATCH,high,"The VecTraits entry describes longevity as a function of body size, which is not directly covered by the candidate term focused on lifespan determination.",FALSE
mortality,percentage not surviving life stage,percent,Trait: mortality. Definition: percentage not surviving life stage. Unit: percent.,16,29,NO_MATCH,NO_MATCH,high,"The VecTraits entry describes mortality as a percentage not surviving a life stage, which is unrelated to the levels of specific proteins in blood or cerebrospinal fluid.",FALSE
longevity,mean duration of life,days,Trait: longevity. Definition: mean duration of life. Unit: days.,16,29,OBA:VT0005372,life span determination trait,high,"The VecTraits entry 'longevity' defined as 'mean duration of life' aligns well with the ontology term 'life span determination trait', which involves the determination of adult lifespan.",TRUE
mortality,mean percent not surviving life stage,percent,Trait: mortality. Definition: mean percent not surviving life stage. Unit: percent.,16,29,NO_MATCH,NO_MATCH,high,"The VecTraits entry describes mortality as a percentage of individuals not surviving a life stage, which is unrelated to the levels of specific proteins in blood or cerebrospinal fluid.",FALSE
longevity,percent not surviving life stage,days,Trait: longevity. Definition: percent not surviving life stage. Unit: days.,16,29,NO_MATCH,NO_MATCH,high,"The VecTraits entry describes a measure of survival rate, not the determination of lifespan, which is what the candidate ontology term represents.",FALSE
longevity,mean rate of life stage completion,days,Trait: longevity. Definition: mean rate of life stage completion. Unit: days.,16,29,NO_MATCH,NO_MATCH,high,"The VecTraits entry describes the mean rate of life stage completion, which is not the same as determining adult lifespan as described by the candidate ontology term.",FALSE
longevity,mean duration of life stage as a function of rearing food type (secondstressor) and temperature,days,Trait: longevity. Definition: mean duration of life stage as a function of rearing food type (secondstressor) and temperature. Unit: days.,16,29,OBA:VT0005372,life span determination trait,high,"The VecTraits entry describes the mean duration of a life stage, which aligns with the determination of lifespan as described by the ontology term.",TRUE
longevity,mean duration of adult lifespan as a function of temperature and the number of instars completed prior to reproductive adulthood (secondstressor),days,Trait: longevity. Definition: mean duration of adult lifespan as a function of temperature and the number of instars completed prior to reproductive adulthood (secondstressor). Unit: days.,16,29,OBA:VT0005372,life span determination trait,high,"The VecTraits entry describes the determination of adult lifespan, which aligns with the ontology term's focus on the process quality of lifespan determination.",TRUE
longevity (apterous),mean duration of life stage,days,Trait: longevity (apterous). Definition: mean duration of life stage. Unit: days.,16,29,OBA:VT0005372,life span determination trait,high,"The VecTraits entry 'longevity (apterous)' refers to the mean duration of a life stage, which aligns with the determination of adult lifespan described by the ontology term.",TRUE
longevity (alate),mean duration of life stage,days,Trait: longevity (alate). Definition: mean duration of life stage. Unit: days.,16,29,OBA:VT0005372,life span determination trait,high,"The VecTraits entry 'longevity (alate)' refers to the mean duration of a life stage, which aligns with the concept of determining adult lifespan as described by the ontology term.",TRUE
adult longevity,lifespan over time,days,Trait: adult longevity. Definition: lifespan over time. Unit: days.,16,29,OBA:VT0005372,life span determination trait,high,"The term 'life span determination trait' closely aligns with the concept of 'adult longevity' as it pertains to the determination of lifespan, which matches the VecTraits entry definition of lifespan over time.",TRUE
mean longevity,mean lifespan in days,days,Trait: mean longevity. Definition: mean lifespan in days. Unit: days.,16,29,OBA:VT0005372,life span determination trait,high,The VecTraits entry 'mean longevity' aligns with the ontology term 'life span determination trait' as both pertain to the measurement of lifespan.,TRUE
Longevity,"sum of all life stage periods in study (pre-reproductive, reproductive, and post-reproductive)",days,"Trait: Longevity. Definition: sum of all life stage periods in study (pre-reproductive, reproductive, and post-reproductive). Unit: days.",16,29,OBA:VT0005372,life span determination trait,high,"The VecTraits entry for Longevity, defined as the sum of all life stage periods, aligns with the concept of determining lifespan, which is captured by the ontology term 'life span determination trait'.",TRUE
longevity,individual-level duration of adult female life stage,days,Trait: longevity. Definition: individual-level duration of adult female life stage. Unit: days.,16,29,OBA:VT0005372,life span determination trait,high,"The VecTraits entry describes the duration of the adult female life stage, which aligns with the determination of adult lifespan as described by the ontology term.",TRUE
survival,proportion surviving life stage,proportion,Trait: survival. Definition: proportion surviving life stage. Unit: proportion.,17,6,PATO:0000719,viable,medium,"The term 'viable' relates to the ability to survive, which aligns with the VecTraits entry describing the proportion surviving a life stage.",TRUE
survival,percent surviving life stage,percent,Trait: survival. Definition: percent surviving life stage. Unit: percent.,17,6,PATO:0000719,viable,medium,"The term 'viable' relates to the ability to survive, which aligns with the VecTraits entry describing the percent surviving a life stage, although it is not an exact match.",TRUE
survival rate,percent surviving life stage,percent,Trait: survival rate. Definition: percent surviving life stage. Unit: percent.,17,6,NO_MATCH,NO_MATCH,high,"None of the candidate terms specifically represent the concept of survival rate, which is the percentage of individuals surviving a life stage, not a rate of a process per unit time.",FALSE
survival,proportion of individuals surviving life stage (emergence rate),proportion,Trait: survival. Definition: proportion of individuals surviving life stage (emergence rate). Unit: proportion.,17,6,PATO:0000719,viable,medium,"The term 'viable' relates to the ability to survive, which aligns with the VecTraits entry describing the proportion of individuals surviving a life stage.",TRUE
