query_trait,ontology,term_id,term_label,term_definition
parasite maturation time,PATO,GO:0001556,oocyte maturation,"A developmental process, independent of morphogenetic (shape) change, that is required for an oocyte to attain its fully functional state. Oocyte maturation commences after reinitiation of meiosis commonly starting with germinal vesicle breakdown, and continues up to the second meiotic arrest prior to fertilization."
total preoviposition period,PATO,PATO:0103001,total mass,"A quantitative quality that represents the sum of all 'mass' qualities of the component parts that constitute a whole entity. The total mass quality inheres in the whole entity and reflects the aggregate measure of mass across all its components, such that changes in the mass of individual components may not necessarily correspond to equivalent changes in the total mass of the whole.

Example of usage: ""total body mass"" represents the sum of the masses of all tissues and organs in the body, while ""liver mass"" represents only the mass of the liver. An increase in liver mass does not necessarily mean an increase in total body mass, as the mass of other organs or tissues may decrease simultaneously."
total preoviposition period,PATO,PATO:0103004,total amount,"A quantitative quality that represents the sum of all 'amount' qualities of the component parts that constitute a whole entity. The total amount quality inheres in the whole entity and reflects the aggregate measure across all its components, such that changes in the amount of individual components may not necessarily correspond to equivalent changes in the total amount of the whole.

Example of usage: ""blood total protein amount"" represents the sum of the amounts of all protein types in blood, while ""blood leptin amount"" represents only the amount of leptin proteins. An increase in blood leptin amount does not necessarily mean an increase in blood total protein amount, as other protein levels may decrease simultaneously."
total preoviposition period,PATO,PATO:0103002,increased total mass,A total mass which is higher than normal or average.
total preoviposition period,PATO,PATO:0103003,decreased total mass,A total mass which is lower than normal or average.
total preoviposition period,PATO,PATO:0103005,decreased total amount,A total amount which is relatively low.
post-reproduction period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
post-reproduction period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
post-reproduction period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
post-reproduction period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
post-reproduction period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
pre-reproduction period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
pre-reproduction period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
pre-reproduction period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
pre-reproduction period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
pre-reproduction period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
reproduction period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
reproduction period,PATO,GO:0019953,sexual reproduction,"Note that gametes may come from two organisms or from a single organism in the case of self-fertilizing hermaphrodites, e.g. C. elegans, or self-fertilization in plants. Note also that sexual reproduction may be seen as the regular alternation, in the life cycle of haplontic, diplontic and diplohaplontic organisms, of meiosis and fertilization which provides for the production offspring. In diplontic organisms there is a life cycle in which the products of meiosis behave directly as gametes, fusing to form a zygote from which the diploid, or sexually reproductive polyploid, adult organism will develop. In diplohaplontic organisms a haploid phase (gametophyte) exists in the life cycle between meiosis and fertilization (e.g. higher plants, many algae and Fungi); the products of meiosis are spores that develop as haploid individuals from which haploid gametes develop to form a diploid zygote; diplohaplontic organisms show an alternation of haploid and diploid generations. In haplontic organisms meiosis occurs in the zygote, giving rise to four haploid cells (e.g. many algae and protozoa), only the zygote is diploid and this may form a resistant spore, tiding organisms over hard times."
reproduction period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
reproduction period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
reproduction period,PATO,GO:0003006,developmental process involved in reproduction,"A developmental process in which a progressive change in the state of some part of an organism, germline or somatic, specifically contributes to its ability to form offspring."
transmission potential,PATO,PATO:0001462,membrane potential,A quality inhering in a cell's plasma membrane by virtue of the electrical potential difference across it.
transmission potential,PATO,PATO:0001463,action potential,A quality inhering in a cell's plasma membrane by virtue of a brief fluctuation in the bearer's potential caused by the rapid opening and closing of voltage-gated ion channels.
transmission potential,PATO,PATO:0001464,electric potential,"A quality that is equal to the potential energy per unit charge associated with a static (time-invariant) electric field, also called the electrostatic potential."
transmission potential,PATO,GO:0001508,action potential,Action potentials typically propagate across excitable membranes. This class covers both action potentials that propagate and those that fail to do so.
transmission potential,PATO,GO:0007268,chemical synaptic transmission,"The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."
egg viability,PATO,PATO:0000169,viability,An organismal quality inhering in a bearer or a population by virtue of the bearer's disposition to survive and develop normally or the number of surviving individuals in a given population.
egg viability,PATO,PATO:0001497,brood viability,A reproductive quality inhering in the young of an animal by virtue of the bearer's disposition to survive and develop normally.
egg viability,PATO,PATO:0001891,ovate,A spheroid quality inhering in a bearer by virtue of the bearer's exhibiting a continuous convex surface with an axis of symmetry and one axis longer than the other; egg-shaped.
egg viability,PATO,CL:0000025,egg cell,A female gamete where meiosis has progressed to metaphase II and is able to participate in fertilization.
egg viability,PATO,GO:0007343,egg activation,"The process in which the egg becomes metabolically active, initiates protein and DNA synthesis and undergoes structural changes to its cortex and/or cytoplasm."
fat content,PATO,PATO:0000025,composition,"For example calcium composition (which may inhere in bone), haemoglobin composition (which may inhere in blood)."
fat content,PATO,UBERON:0015129,epicardial fat,Visceral intrapericardial fat contiguous with the myocardial surface.
fat content,PATO,UBERON:0035814,pericardial fat,The sum of epicardial and paracardial fat deposits.
fat content,PATO,UBERON:0035815,paracardial fat,Fat deposits in the mediastinum outside the parietal pericardium .
fat content,PATO,UBERON:0035818,visceral fat,Any fat deposit surrounding a visceral organ.
feeding period (adult),PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
feeding period (adult),PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
feeding period (adult),PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
feeding period (adult),PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
feeding period (adult),PATO,CL:0008017,adult skeletal muscle myoblast,"The vast majority of these cells develop from skeletal muscle satellite cells, although there are some reports of other origins."
feeding period (larval),PATO,PATO:0001185,larval,"A maturity quality inhering in a bearer by virtue of the bearer's indirect development, undergoing metamorphosis."
feeding period (larval),PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
feeding period (larval),PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
feeding period (larval),PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
feeding period (larval),PATO,PATO:0001187,pupal,A maturity quality inhering in a insect by virtue of the bearer's being in the chrysalis (cocoon) or post larval stage.
feeding period (nymphal),PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
feeding period (nymphal),PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
feeding period (nymphal),PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
feeding period (nymphal),PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
feeding period (nymphal),PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
glycogen content,PATO,PATO:0000025,composition,"For example calcium composition (which may inhere in bone), haemoglobin composition (which may inhere in blood)."
glycogen content,PATO,PATO:0015009,humidity,A quality inhering in air by virtue of the partial pressure exerted by the bearer's water vapour content.
glycogen content,PATO,PATO:0001540,glutinous,An amylose composition quality inhering in an bearer by virtue of the bearer's having negligible or no amylose content.
glycogen content,PATO,PATO:0001541,non-glutinous,An amylose composition quality inhering in an bearer by virtue of the bearer's having high amount of amylose content.
glycogen content,PATO,UBERON:0004088,orbital region,"The subdivision of the face that includes the eye (eyeball plus adnexa such as eyelids) and the orbit of the skull and associated parts of the face such as the eyebrows, if present."
hardening period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
hardening period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
hardening period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
hardening period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
hardening period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
moulting period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
moulting period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
moulting period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
moulting period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
moulting period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
prefeeding period (adult),PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
prefeeding period (adult),PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
prefeeding period (adult),PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
prefeeding period (adult),PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
prefeeding period (adult),PATO,CL:0008017,adult skeletal muscle myoblast,"The vast majority of these cells develop from skeletal muscle satellite cells, although there are some reports of other origins."
prefeeding period (larval),PATO,PATO:0001185,larval,"A maturity quality inhering in a bearer by virtue of the bearer's indirect development, undergoing metamorphosis."
prefeeding period (larval),PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
prefeeding period (larval),PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
prefeeding period (larval),PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
prefeeding period (larval),PATO,PATO:0001187,pupal,A maturity quality inhering in a insect by virtue of the bearer's being in the chrysalis (cocoon) or post larval stage.
prefeeding period (nymphal),PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
prefeeding period (nymphal),PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
prefeeding period (nymphal),PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
prefeeding period (nymphal),PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
prefeeding period (nymphal),PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
protein content,PATO,PATO:0000025,composition,"For example calcium composition (which may inhere in bone), haemoglobin composition (which may inhere in blood)."
protein content,PATO,PATO:0015009,humidity,A quality inhering in air by virtue of the partial pressure exerted by the bearer's water vapour content.
protein content,PATO,PATO:0001540,glutinous,An amylose composition quality inhering in an bearer by virtue of the bearer's having negligible or no amylose content.
protein content,PATO,PATO:0001541,non-glutinous,An amylose composition quality inhering in an bearer by virtue of the bearer's having high amount of amylose content.
protein content,PATO,PATO:0103004,total amount,"A quantitative quality that represents the sum of all 'amount' qualities of the component parts that constitute a whole entity. The total amount quality inheres in the whole entity and reflects the aggregate measure across all its components, such that changes in the amount of individual components may not necessarily correspond to equivalent changes in the total amount of the whole.

Example of usage: ""blood total protein amount"" represents the sum of the amounts of all protein types in blood, while ""blood leptin amount"" represents only the amount of leptin proteins. An increase in blood leptin amount does not necessarily mean an increase in blood total protein amount, as other protein levels may decrease simultaneously."
Feeding Period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
Feeding Period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
Feeding Period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
Feeding Period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
Feeding Period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
Incubation Period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
Incubation Period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
Incubation Period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
Incubation Period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
Incubation Period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
Pre-Oviposition Period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
Pre-Oviposition Period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
Pre-Oviposition Period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
Pre-Oviposition Period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
Pre-Oviposition Period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
egg count,PATO,PATO:0005001,variability of count,A variability quality inhering in the bearer by virtue of the bearer having a variable number or count of an entity.
egg count,PATO,PATO:0001891,ovate,A spheroid quality inhering in a bearer by virtue of the bearer's exhibiting a continuous convex surface with an axis of symmetry and one axis longer than the other; egg-shaped.
egg count,PATO,CL:0000025,egg cell,A female gamete where meiosis has progressed to metaphase II and is able to participate in fertilization.
egg count,PATO,GO:0007343,egg activation,"The process in which the egg becomes metabolically active, initiates protein and DNA synthesis and undergoes structural changes to its cortex and/or cytoplasm."
egg count,PATO,PATO:0000070,amount,"This term was originally named ""presence"". It has been renamed to reduce ambiguity. Consider annotating with the reciprocal relation,PATO:0001555, has_number_of. For example, rather than E=fin ray Q=count in organism C=10, say E=organism Q=has number of E2= fin ray C=10."
premolt period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
premolt period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
premolt period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
premolt period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
premolt period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
